Classe;Désignation;UPW;Score DEA;Rang DEA;Flux net PROMETHEE II;Rang PROMETHEE II;Écart de rang;Profil
R2;Agency_330;UPW_017;0,78;61;-0,079;281;220;Efficientes mais faibles sur le plan multicritère
R2;Agency_474;UPW_049;0,763;71;-0,024;236;165;Efficientes mais faibles sur le plan multicritère
R2;Agency_855;UPW_045;0,763;72;-0,094;291;219;Efficientes mais faibles sur le plan multicritère
R2;Agency_379;UPW_005;0,76;75;-0,017;229;154;Efficientes mais faibles sur le plan multicritère
R2;Agency_107;UPW_018;0,744;84;-0,074;276;192;Efficientes mais faibles sur le plan multicritère
R2;Agency_555;UPW_038;0,737;90;-0,054;258;168;Efficientes mais faibles sur le plan multicritère
R2;Agency_267;UPW_018;0,724;97;-0,081;283;186;Efficientes mais faibles sur le plan multicritère
R2;Agency_305;UPW_036;0,722;99;-0,126;310;211;Efficientes mais faibles sur le plan multicritère
R2;Agency_896;UPW_046;0,718;102;-0,251;390;288;Efficientes mais faibles sur le plan multicritère
R2;Agency_324;UPW_017;0,695;119;-0,279;403;284;Efficientes mais faibles sur le plan multicritère
R2;Agency_534;UPW_038;0,692;120;-0,194;358;238;Efficientes mais faibles sur le plan multicritère
R2;Agency_192;UPW_038;0,69;123;-0,255;393;270;Efficientes mais faibles sur le plan multicritère
R2;Agency_337;UPW_036;0,688;124;-0,163;337;213;Efficientes mais faibles sur le plan multicritère
R2;Agency_134;UPW_005;0,68;137;-0,16;334;197;Efficientes mais faibles sur le plan multicritère
R2;Agency_892;UPW_047;0,68;138;-0,227;377;239;Efficientes mais faibles sur le plan multicritère
R2;Agency_830;UPW_017;0,676;143;-0,135;316;173;Efficientes mais faibles sur le plan multicritère
R2;Agency_269;UPW_035;0,666;150;-0,022;231;81;Efficientes mais faibles sur le plan multicritère
R2;Agency_456;UPW_043;0,663;152;-0,145;321;169;Efficientes mais faibles sur le plan multicritère
R2;Agency_042;UPW_042;0,656;157;-0,183;352;195;Efficientes mais faibles sur le plan multicritère
R2;Agency_907;UPW_022;0,647;162;-0,007;226;64;Efficientes mais faibles sur le plan multicritère
R2;Agency_743;UPW_017;0,646;163;-0,031;243;80;Efficientes mais faibles sur le plan multicritère
R2;Agency_061;UPW_040;0,645;166;-0,112;305;139;Efficientes mais faibles sur le plan multicritère
R2;Agency_919;UPW_050;0,639;168;-0,2;361;193;Efficientes mais faibles sur le plan multicritère
R2;Agency_883;UPW_034;0,637;169;-0,059;262;93;Efficientes mais faibles sur le plan multicritère
R2;Agency_314;UPW_005;0,637;170;-0,024;235;65;Efficientes mais faibles sur le plan multicritère
R2;Agency_951;UPW_001;0,636;171;-0,097;292;121;Efficientes mais faibles sur le plan multicritère
R2;Agency_348;UPW_018;0,631;180;-0,083;284;104;Efficientes mais faibles sur le plan multicritère
R2;Agency_651;UPW_041;0,63;181;-0,092;288;107;Efficientes mais faibles sur le plan multicritère
R2;Agency_235;UPW_012;0,627;182;-0,04;249;67;Efficientes mais faibles sur le plan multicritère
R2;Agency_453;UPW_022;0,623;183;-0,1;296;113;Efficientes mais faibles sur le plan multicritère
R2;Agency_479;UPW_038;0,623;184;-0,241;385;201;Efficientes mais faibles sur le plan multicritère
R2;Agency_155;UPW_008;0,622;185;-0,331;412;227;Efficientes mais faibles sur le plan multicritère
R2;Agency_101;UPW_005;0,619;189;-0,079;282;93;Efficientes mais faibles sur le plan multicritère
R2;Agency_734;UPW_034;0,616;192;-0,054;257;65;Efficientes mais faibles sur le plan multicritère
R2;Agency_813;UPW_017;0,614;193;-0,218;371;178;Efficientes mais faibles sur le plan multicritère
R2;Agency_320;UPW_017;0,61;195;-0,474;430;235;Efficientes mais faibles sur le plan multicritère
R2;Agency_438;UPW_048;0,609;196;-0,094;289;93;Efficientes mais faibles sur le plan multicritère
R2;Agency_799;UPW_045;0,608;197;-0,046;253;56;Efficientes mais faibles sur le plan multicritère
R2;Agency_540;UPW_039;0,607;198;-0,11;303;105;Efficientes mais faibles sur le plan multicritère
R2;Agency_588;UPW_004;0,605;201;-0,036;247;46;Efficientes mais faibles sur le plan multicritère
R2;Agency_367;UPW_005;0,605;202;-0,137;317;115;Efficientes mais faibles sur le plan multicritère
R2;Agency_451;UPW_048;0,603;204;-0,157;331;127;Efficientes mais faibles sur le plan multicritère
R2;Agency_414;UPW_032;0,597;210;-0,245;387;177;Efficientes mais faibles sur le plan multicritère
R2;Agency_437;UPW_018;0,597;211;-0,033;245;34;Efficientes mais faibles sur le plan multicritère
R2;Agency_208;UPW_055;0,596;212;-0,024;237;25;Efficientes mais faibles sur le plan multicritère
R2;Agency_507;UPW_038;0,596;213;-0,107;300;87;Efficientes mais faibles sur le plan multicritère
R2;Agency_882;UPW_017;0,595;215;-0,223;373;158;Efficientes mais faibles sur le plan multicritère
R2;Agency_421;UPW_045;0,591;218;-0,243;386;168;Efficientes mais faibles sur le plan multicritère
R2;Agency_377;UPW_002;0,586;221;0,191;86;135;Faibles en DEA mais mieux classées en PROMETHEE II
R2;Agency_096;UPW_005;0,586;222;0,135;122;100;Faibles en DEA mais mieux classées en PROMETHEE II
R2;Agency_522;UPW_025;0,584;225;0,171;102;123;Faibles en DEA mais mieux classées en PROMETHEE II
R2;Agency_216;UPW_024;0,583;228;0,099;150;78;Faibles en DEA mais mieux classées en PROMETHEE II
R2;Agency_567;UPW_028;0,58;230;0,132;129;101;Faibles en DEA mais mieux classées en PROMETHEE II
R2;Agency_407;UPW_032;0,579;233;0,067;168;65;Faibles en DEA mais mieux classées en PROMETHEE II
R2;Agency_152;UPW_008;0,575;240;0,019;205;35;Faibles en DEA mais mieux classées en PROMETHEE II
R2;Agency_858;UPW_045;0,573;243;0,104;146;97;Faibles en DEA mais mieux classées en PROMETHEE II
R2;Agency_485;UPW_052;0,572;245;0,07;164;81;Faibles en DEA mais mieux classées en PROMETHEE II
R2;Agency_236;UPW_012;0,57;252;0,203;81;171;Faibles en DEA mais mieux classées en PROMETHEE II
R2;Agency_234;UPW_012;0,566;258;0,119;135;123;Faibles en DEA mais mieux classées en PROMETHEE II
R2;Agency_517;UPW_018;0,566;259;0,03;200;59;Faibles en DEA mais mieux classées en PROMETHEE II
R2;Agency_184;UPW_044;0,564;260;0,261;50;210;Faibles en DEA mais mieux classées en PROMETHEE II
R2;Agency_571;UPW_029;0,56;264;0,08;156;108;Faibles en DEA mais mieux classées en PROMETHEE II
R2;Agency_514;UPW_015;0,56;265;0,206;78;187;Faibles en DEA mais mieux classées en PROMETHEE II
R2;Agency_547;UPW_040;0,559;268;0,049;184;84;Faibles en DEA mais mieux classées en PROMETHEE II
R2;Agency_259;UPW_049;0,556;272;0,187;90;182;Faibles en DEA mais mieux classées en PROMETHEE II
R2;Agency_848;UPW_034;0,554;273;0,061;176;97;Faibles en DEA mais mieux classées en PROMETHEE II
R2;Agency_775;UPW_044;0,552;277;0,163;105;172;Faibles en DEA mais mieux classées en PROMETHEE II
R2;Agency_662;UPW_029;0,55;281;0,178;96;185;Faibles en DEA mais mieux classées en PROMETHEE II
R2;Agency_807;UPW_010;0,541;289;0,235;59;230;Faibles en DEA mais mieux classées en PROMETHEE II
R2;Agency_889;UPW_049;0,535;294;0,028;201;93;Faibles en DEA mais mieux classées en PROMETHEE II
R2;Agency_383;UPW_015;0,533;295;0,256;51;244;Faibles en DEA mais mieux classées en PROMETHEE II
R2;Agency_001;UPW_004;0,529;298;0,052;183;115;Faibles en DEA mais mieux classées en PROMETHEE II
R2;Agency_513;UPW_009;0,527;304;0,037;194;110;Faibles en DEA mais mieux classées en PROMETHEE II
R2;Agency_074;UPW_014;0,527;305;0,015;209;96;Faibles en DEA mais mieux classées en PROMETHEE II
R2;Agency_307;UPW_029;0,523;308;0,047;186;122;Faibles en DEA mais mieux classées en PROMETHEE II
R2;Agency_004;UPW_012;0,517;313;0,022;204;109;Faibles en DEA mais mieux classées en PROMETHEE II
R2;Agency_670;UPW_034;0,517;314;0,073;163;151;Faibles en DEA mais mieux classées en PROMETHEE II
R2;Agency_034;UPW_002;0,5;324;0,239;58;266;Faibles en DEA mais mieux classées en PROMETHEE II
R2;Agency_812;UPW_015;0,494;328;0,105;145;183;Faibles en DEA mais mieux classées en PROMETHEE II
R2;Agency_518;UPW_046;0,491;331;0,112;141;190;Faibles en DEA mais mieux classées en PROMETHEE II
R2;Agency_916;UPW_053;0,49;332;0,172;101;231;Faibles en DEA mais mieux classées en PROMETHEE II
R2;Agency_790;UPW_044;0,487;335;0,113;139;196;Faibles en DEA mais mieux classées en PROMETHEE II
R2;Agency_648;UPW_049;0,486;338;0,084;155;183;Faibles en DEA mais mieux classées en PROMETHEE II
R2;Agency_768;UPW_013;0,484;340;0,069;165;175;Faibles en DEA mais mieux classées en PROMETHEE II
R2;Agency_376;UPW_043;0,466;353;0,149;117;236;Faibles en DEA mais mieux classées en PROMETHEE II
R2;Agency_926;UPW_053;0,462;354;0,159;111;243;Faibles en DEA mais mieux classées en PROMETHEE II
R2;Agency_940;UPW_020;0,459;355;0,153;112;243;Faibles en DEA mais mieux classées en PROMETHEE II
R2;Agency_531;UPW_051;0,456;358;0,133;124;234;Faibles en DEA mais mieux classées en PROMETHEE II
R2;Agency_715;UPW_038;0,455;359;0,04;192;167;Faibles en DEA mais mieux classées en PROMETHEE II
R2;Agency_399;UPW_029;0,45;362;0,058;179;183;Faibles en DEA mais mieux classées en PROMETHEE II
R2;Agency_625;UPW_053;0,424;386;0,036;195;191;Faibles en DEA mais mieux classées en PROMETHEE II
R2;Agency_566;UPW_028;0,418;390;0,1;149;241;Faibles en DEA mais mieux classées en PROMETHEE II
R2;Agency_771;UPW_049;0,408;398;0,199;85;313;Faibles en DEA mais mieux classées en PROMETHEE II
R2;Agency_340;UPW_006;0,408;399;0,065;172;227;Faibles en DEA mais mieux classées en PROMETHEE II
R2;Agency_142;UPW_004;0,402;402;0,078;157;245;Faibles en DEA mais mieux classées en PROMETHEE II
R2;Agency_824;UPW_029;0,368;413;0,007;216;197;Faibles en DEA mais mieux classées en PROMETHEE II
R2;Agency_913;UPW_029;0,352;420;0,015;208;212;Faibles en DEA mais mieux classées en PROMETHEE II
R2;Agency_817;UPW_029;0,351;421;0,054;182;239;Faibles en DEA mais mieux classées en PROMETHEE II
R2;Agency_191;UPW_049;0,347;422;0,058;180;242;Faibles en DEA mais mieux classées en PROMETHEE II
R2;Agency_268;UPW_033;0,325;430;0,033;199;231;Faibles en DEA mais mieux classées en PROMETHEE II
R2;Agency_611;UPW_053;0,266;436;0,048;185;251;Faibles en DEA mais mieux classées en PROMETHEE II
R2;Agency_924;UPW_051;0,588;220;-0,36;418;198;Faibles sur les deux approches
R2;Agency_614;UPW_031;0,585;223;-0,158;332;109;Faibles sur les deux approches
R2;Agency_815;UPW_047;0,584;224;-0,574;435;211;Faibles sur les deux approches
R2;Agency_822;UPW_024;0,584;226;-0,059;264;38;Faibles sur les deux approches
R2;Agency_758;UPW_016;0,584;227;-0,088;285;58;Faibles sur les deux approches
R2;Agency_319;UPW_017;0,583;229;-0,179;349;120;Faibles sur les deux approches
R2;Agency_561;UPW_038;0,58;231;-0,16;335;104;Faibles sur les deux approches
R2;Agency_166;UPW_009;0,579;232;-0,056;260;28;Faibles sur les deux approches
R2;Agency_113;UPW_007;0,577;234;-0,001;223;11;Faibles sur les deux approches
R2;Agency_490;UPW_025;0,577;235;-0,04;251;16;Faibles sur les deux approches
R2;Agency_692;UPW_013;0,577;236;-0,045;252;16;Faibles sur les deux approches
R2;Agency_694;UPW_036;0,576;237;-0,154;327;90;Faibles sur les deux approches
R2;Agency_765;UPW_045;0,576;238;-0,268;399;161;Faibles sur les deux approches
R2;Agency_193;UPW_013;0,575;239;-0,089;287;48;Faibles sur les deux approches
R2;Agency_773;UPW_045;0,574;241;-0,176;346;105;Faibles sur les deux approches
R2;Agency_413;UPW_038;0,573;242;-0,028;240;2;Faibles sur les deux approches
R2;Agency_946;UPW_013;0,572;244;-0,006;225;19;Faibles sur les deux approches
R2;Agency_285;UPW_013;0,572;246;-0,165;339;93;Faibles sur les deux approches
R2;Agency_856;UPW_045;0,572;247;-0,064;270;23;Faibles sur les deux approches
R2;Agency_115;UPW_007;0,572;248;-0,055;259;11;Faibles sur les deux approches
R2;Agency_652;UPW_014;0,571;249;-0,056;261;12;Faibles sur les deux approches
R2;Agency_477;UPW_018;0,571;250;-0,061;266;16;Faibles sur les deux approches
R2;Agency_904;UPW_048;0,57;251;-0,05;255;4;Faibles sur les deux approches
R2;Agency_130;UPW_045;0,569;253;-0,24;382;129;Faibles sur les deux approches
R2;Agency_528;UPW_018;0,569;254;-0,024;239;15;Faibles sur les deux approches
R2;Agency_424;UPW_018;0,569;255;-0,099;294;39;Faibles sur les deux approches
R2;Agency_948;UPW_032;0,568;256;-0,153;326;70;Faibles sur les deux approches
R2;Agency_271;UPW_023;0,568;257;-0,172;344;87;Faibles sur les deux approches
R2;Agency_489;UPW_025;0,564;261;-0,278;402;141;Faibles sur les deux approches
R2;Agency_854;UPW_035;0,564;262;-0,324;411;149;Faibles sur les deux approches
R2;Agency_275;UPW_013;0,561;263;-0,032;244;19;Faibles sur les deux approches
R2;Agency_872;UPW_010;0,56;266;-0,063;268;2;Faibles sur les deux approches
R2;Agency_089;UPW_038;0,559;267;-0,314;407;140;Faibles sur les deux approches
R2;Agency_255;UPW_043;0,558;269;-0,174;345;76;Faibles sur les deux approches
R2;Agency_801;UPW_006;0,558;270;-0,023;234;36;Faibles sur les deux approches
R2;Agency_165;UPW_009;0,557;271;-0,005;224;47;Faibles sur les deux approches
R2;Agency_546;UPW_019;0,554;274;-0,079;280;6;Faibles sur les deux approches
R2;Agency_890;UPW_008;0,552;275;-0,18;351;76;Faibles sur les deux approches
R2;Agency_668;UPW_019;0,552;276;-0,214;370;94;Faibles sur les deux approches
R2;Agency_941;UPW_034;0,551;278;-0,099;295;17;Faibles sur les deux approches
R2;Agency_762;UPW_017;0,55;279;-0,134;315;36;Faibles sur les deux approches
R2;Agency_844;UPW_044;0,55;280;-0,094;290;10;Faibles sur les deux approches
R2;Agency_900;UPW_030;0,548;282;-0,068;272;10;Faibles sur les deux approches
R2;Agency_909;UPW_056;0,548;283;-0,11;302;19;Faibles sur les deux approches
R2;Agency_589;UPW_014;0,548;284;-0,138;319;35;Faibles sur les deux approches
R2;Agency_417;UPW_007;0,547;285;-0,161;336;51;Faibles sur les deux approches
R2;Agency_238;UPW_013;0,547;286;0,0;220;66;Faibles sur les deux approches
R2;Agency_408;UPW_007;0,545;287;-0,149;323;36;Faibles sur les deux approches
R2;Agency_886;UPW_029;0,543;288;-0,066;271;17;Faibles sur les deux approches
R2;Agency_353;UPW_018;0,541;290;-0,222;372;82;Faibles sur les deux approches
R2;Agency_480;UPW_038;0,54;291;-0,177;347;56;Faibles sur les deux approches
R2;Agency_887;UPW_049;0,537;292;-0,148;322;30;Faibles sur les deux approches
R2;Agency_372;UPW_019;0,536;293;-0,103;298;5;Faibles sur les deux approches
R2;Agency_041;UPW_049;0,531;296;-0,06;265;31;Faibles sur les deux approches
R2;Agency_020;UPW_046;0,531;297;-0,049;254;43;Faibles sur les deux approches
R2;Agency_121;UPW_010;0,529;299;-0,24;384;85;Faibles sur les deux approches
R2;Agency_640;UPW_018;0,528;300;-0,137;318;18;Faibles sur les deux approches
R2;Agency_582;UPW_033;0,528;301;-0,198;359;58;Faibles sur les deux approches
R2;Agency_055;UPW_049;0,528;302;-0,168;341;39;Faibles sur les deux approches
R2;Agency_895;UPW_017;0,528;303;-0,223;374;71;Faibles sur les deux approches
R2;Agency_488;UPW_025;0,526;306;-0,394;427;121;Faibles sur les deux approches
R2;Agency_177;UPW_018;0,523;307;-0,072;275;32;Faibles sur les deux approches
R2;Agency_729;UPW_025;0,522;309;-0,063;269;40;Faibles sur les deux approches
R2;Agency_333;UPW_018;0,519;310;-0,24;381;71;Faibles sur les deux approches
R2;Agency_122;UPW_015;0,519;311;-0,151;324;13;Faibles sur les deux approches
R2;Agency_737;UPW_007;0,517;312;-0,287;405;93;Faibles sur les deux approches
R2;Agency_436;UPW_018;0,516;315;-0,02;230;85;Faibles sur les deux approches
R2;Agency_126;UPW_047;0,515;316;-0,287;406;90;Faibles sur les deux approches
R2;Agency_808;UPW_046;0,512;317;-0,264;397;80;Faibles sur les deux approches
R2;Agency_395;UPW_002;0,511;318;-0,377;422;104;Faibles sur les deux approches
R2;Agency_728;UPW_034;0,51;319;-0,237;380;61;Faibles sur les deux approches
R2;Agency_551;UPW_036;0,509;320;-0,203;364;44;Faibles sur les deux approches
R2;Agency_153;UPW_008;0,506;321;-0,038;248;73;Faibles sur les deux approches
R2;Agency_227;UPW_015;0,505;322;-0,12;308;14;Faibles sur les deux approches
R2;Agency_839;UPW_044;0,501;323;-0,167;340;17;Faibles sur les deux approches
R2;Agency_466;UPW_045;0,5;325;-0,13;313;12;Faibles sur les deux approches
R2;Agency_300;UPW_016;0,498;326;-0,201;362;36;Faibles sur les deux approches
R2;Agency_400;UPW_048;0,497;327;-0,098;293;34;Faibles sur les deux approches
R2;Agency_786;UPW_022;0,493;329;-0,015;228;101;Faibles sur les deux approches
R2;Agency_070;UPW_019;0,493;330;-0,071;274;56;Faibles sur les deux approches
R2;Agency_962;UPW_041;0,49;333;-0,212;369;36;Faibles sur les deux approches
R2;Agency_132;UPW_012;0,489;334;-0,247;389;55;Faibles sur les deux approches
R2;Agency_209;UPW_005;0,487;336;-0,102;297;39;Faibles sur les deux approches
R2;Agency_080;UPW_030;0,487;337;-0,361;419;82;Faibles sur les deux approches
R2;Agency_128;UPW_054;0,485;339;-0,187;353;14;Faibles sur les deux approches
R2;Agency_752;UPW_017;0,48;341;-0,03;242;99;Faibles sur les deux approches
R2;Agency_849;UPW_045;0,478;342;-0,202;363;21;Faibles sur les deux approches
R2;Agency_901;UPW_008;0,478;343;-0,034;246;97;Faibles sur les deux approches
R2;Agency_476;UPW_005;0,478;344;-0,088;286;58;Faibles sur les deux approches
R2;Agency_600;UPW_006;0,478;345;-0,32;408;63;Faibles sur les deux approches
R2;Agency_347;UPW_018;0,477;346;-0,113;306;40;Faibles sur les deux approches
R2;Agency_954;UPW_016;0,477;347;-0,23;379;32;Faibles sur les deux approches
R2;Agency_310;UPW_049;0,477;348;-0,23;378;30;Faibles sur les deux approches
R2;Agency_008;UPW_035;0,475;349;-0,107;299;50;Faibles sur les deux approches
R2;Agency_282;UPW_025;0,471;350;-0,388;426;76;Faibles sur les deux approches
R2;Agency_853;UPW_032;0,469;351;-0,179;350;1;Faibles sur les deux approches
R2;Agency_809;UPW_046;0,469;352;-0,193;357;5;Faibles sur les deux approches
R2;Agency_029;UPW_007;0,458;356;-0,022;232;124;Faibles sur les deux approches
R2;Agency_452;UPW_033;0,457;357;-0,024;238;119;Faibles sur les deux approches
R2;Agency_644;UPW_046;0,455;360;-0,36;417;57;Faibles sur les deux approches
R2;Agency_426;UPW_030;0,452;361;-0,001;222;139;Faibles sur les deux approches
R2;Agency_672;UPW_034;0,449;363;-0,264;396;33;Faibles sur les deux approches
R2;Agency_757;UPW_055;0,448;364;-0,108;301;63;Faibles sur les deux approches
R2;Agency_554;UPW_046;0,446;365;-0,191;356;9;Faibles sur les deux approches
R2;Agency_168;UPW_015;0,445;366;-0,259;394;28;Faibles sur les deux approches
R2;Agency_938;UPW_056;0,445;367;-0,212;368;1;Faibles sur les deux approches
R2;Agency_027;UPW_040;0,442;368;-0,157;330;38;Faibles sur les deux approches
R2;Agency_605;UPW_005;0,441;369;-0,177;348;21;Faibles sur les deux approches
R2;Agency_511;UPW_009;0,441;370;-0,152;325;45;Faibles sur les deux approches
R2;Agency_575;UPW_015;0,438;371;-0,27;400;29;Faibles sur les deux approches
R2;Agency_587;UPW_035;0,438;372;-0,131;314;58;Faibles sur les deux approches
R2;Agency_306;UPW_030;0,437;373;-0,078;279;94;Faibles sur les deux approches
R2;Agency_332;UPW_018;0,437;374;-0,376;421;47;Faibles sur les deux approches
R2;Agency_572;UPW_029;0,435;375;-0,077;278;97;Faibles sur les deux approches
R2;Agency_617;UPW_031;0,434;376;-0,04;250;126;Faibles sur les deux approches
R2;Agency_794;UPW_042;0,434;377;-0,061;267;110;Faibles sur les deux approches
R2;Agency_577;UPW_049;0,432;378;-0,07;273;105;Faibles sur les deux approches
R2;Agency_811;UPW_015;0,431;379;-0,226;375;4;Faibles sur les deux approches
R2;Agency_783;UPW_008;0,43;380;-0,171;342;38;Faibles sur les deux approches
R2;Agency_899;UPW_030;0,43;381;-0,141;320;61;Faibles sur les deux approches
R2;Agency_112;UPW_043;0,429;382;-0,367;420;38;Faibles sur les deux approches
R2;Agency_931;UPW_054;0,426;383;-0,523;433;50;Faibles sur les deux approches
R2;Agency_085;UPW_054;0,425;384;-0,349;413;29;Faibles sur les deux approches
R2;Agency_032;UPW_033;0,424;385;-0,118;307;78;Faibles sur les deux approches
R2;Agency_291;UPW_019;0,423;387;-0,262;395;8;Faibles sur les deux approches
R2;Agency_248;UPW_005;0,422;388;-0,612;437;49;Faibles sur les deux approches
R2;Agency_529;UPW_020;0,419;389;-0,155;328;61;Faibles sur les deux approches
R2;Agency_548;UPW_055;0,417;391;-0,489;431;40;Faibles sur les deux approches
R2;Agency_594;UPW_053;0,417;392;-0,009;227;165;Faibles sur les deux approches
R2;Agency_960;UPW_029;0,416;393;-0,128;312;81;Faibles sur les deux approches
R2;Agency_375;UPW_002;0,415;394;-0,076;277;117;Faibles sur les deux approches
R2;Agency_656;UPW_054;0,411;395;-0,16;333;62;Faibles sur les deux approches
R2;Agency_720;UPW_054;0,411;396;-0,127;311;85;Faibles sur les deux approches
R2;Agency_073;UPW_018;0,41;397;-0,431;428;31;Faibles sur les deux approches
R2;Agency_158;UPW_008;0,405;400;-0,266;398;2;Faibles sur les deux approches
R2;Agency_836;UPW_042;0,404;401;-0,051;256;145;Faibles sur les deux approches
R2;Agency_440;UPW_018;0,401;403;-0,353;415;12;Faibles sur les deux approches
R2;Agency_597;UPW_030;0,401;404;-0,199;360;44;Faibles sur les deux approches
R2;Agency_685;UPW_035;0,397;405;-0,059;263;142;Faibles sur les deux approches
R2;Agency_202;UPW_009;0,389;406;-0,276;401;5;Faibles sur les deux approches
R2;Agency_759;UPW_029;0,389;407;-0,253;392;15;Faibles sur les deux approches
R2;Agency_224;UPW_048;0,388;408;-0,209;366;42;Faibles sur les deux approches
R2;Agency_151;UPW_008;0,386;409;-0,226;376;33;Faibles sur les deux approches
R2;Agency_194;UPW_035;0,385;410;-0,156;329;81;Faibles sur les deux approches
R2;Agency_770;UPW_007;0,382;411;-0,358;416;5;Faibles sur les deux approches
R2;Agency_557;UPW_010;0,373;412;-0,351;414;2;Faibles sur les deux approches
R2;Agency_203;UPW_043;0,365;414;-0,188;354;60;Faibles sur les deux approches
R2;Agency_336;UPW_012;0,364;415;-0,246;388;27;Faibles sur les deux approches
R2;Agency_503;UPW_009;0,358;416;-0,124;309;107;Faibles sur les deux approches
R2;Agency_312;UPW_008;0,355;417;-0,164;338;79;Faibles sur les deux approches
R2;Agency_054;UPW_023;0,354;418;-0,379;424;6;Faibles sur les deux approches
R2;Agency_920;UPW_010;0,354;419;-0,207;365;54;Faibles sur les deux approches
R2;Agency_295;UPW_020;0,338;423;-0,24;383;40;Faibles sur les deux approches
R2;Agency_457;UPW_023;0,338;424;-0,544;434;10;Faibles sur les deux approches
R2;Agency_632;UPW_049;0,336;425;-0,321;409;16;Faibles sur les deux approches
R2;Agency_565;UPW_047;0,336;426;-0,579;436;10;Faibles sur les deux approches
R2;Agency_721;UPW_054;0,336;427;-0,252;391;36;Faibles sur les deux approches
R2;Agency_397;UPW_029;0,336;428;-0,03;241;187;Faibles sur les deux approches
R2;Agency_127;UPW_054;0,335;429;-0,457;429;0;Faibles sur les deux approches
R2;Agency_741;UPW_006;0,318;431;-0,379;423;8;Faibles sur les deux approches
R2;Agency_516;UPW_049;0,316;432;-0,323;410;22;Faibles sur les deux approches
R2;Agency_878;UPW_040;0,311;433;-0,211;367;66;Faibles sur les deux approches
R2;Agency_661;UPW_046;0,302;434;-0,383;425;9;Faibles sur les deux approches
R2;Agency_335;UPW_013;0,285;435;-0,51;432;3;Faibles sur les deux approches
R2;Agency_959;UPW_029;0,208;437;-0,171;343;94;Faibles sur les deux approches
R2;Agency_131;UPW_029;1,0;1;0,461;3;2;Performantes sur les deux dimensions
R2;Agency_161;UPW_014;1,0;2;0,452;4;2;Performantes sur les deux dimensions
R2;Agency_304;UPW_023;1,0;3;0,448;5;2;Performantes sur les deux dimensions
R2;Agency_520;UPW_036;1,0;4;0,367;16;12;Performantes sur les deux dimensions
R2;Agency_744;UPW_005;1,0;5;0,351;18;13;Performantes sur les deux dimensions
R2;Agency_225;UPW_048;1,0;6;0,315;27;21;Performantes sur les deux dimensions
R2;Agency_147;UPW_008;1,0;7;0,277;43;36;Performantes sur les deux dimensions
R2;Agency_622;UPW_013;1,0;8;0,229;63;55;Performantes sur les deux dimensions
R2;Agency_683;UPW_035;1,0;9;0,219;68;59;Performantes sur les deux dimensions
R2;Agency_891;UPW_045;1,0;10;0,211;73;63;Performantes sur les deux dimensions
R2;Agency_459;UPW_023;1,0;11;0,207;77;66;Performantes sur les deux dimensions
R2;Agency_791;UPW_055;1,0;12;0,077;159;147;Performantes sur les deux dimensions
R2;Agency_911;UPW_017;1,0;13;0,061;177;164;Performantes sur les deux dimensions
R2;Agency_470;UPW_052;0,986;15;0,227;65;50;Performantes sur les deux dimensions
R2;Agency_730;UPW_032;0,968;16;0,176;98;82;Performantes sur les deux dimensions
R2;Agency_467;UPW_048;0,968;17;0,275;45;28;Performantes sur les deux dimensions
R2;Agency_680;UPW_048;0,967;18;0,005;217;199;Performantes sur les deux dimensions
R2;Agency_229;UPW_048;0,967;19;0,204;80;61;Performantes sur les deux dimensions
R2;Agency_391;UPW_014;0,954;20;0,369;14;6;Performantes sur les deux dimensions
R2;Agency_447;UPW_014;0,954;21;0,34;21;0;Performantes sur les deux dimensions
R2;Agency_658;UPW_052;0,943;22;0,285;39;17;Performantes sur les deux dimensions
R2;Agency_163;UPW_014;0,941;23;0,022;203;180;Performantes sur les deux dimensions
R2;Agency_133;UPW_013;0,932;24;0,284;40;16;Performantes sur les deux dimensions
R2;Agency_218;UPW_033;0,926;25;0,381;12;13;Performantes sur les deux dimensions
R2;Agency_777;UPW_014;0,924;27;0,358;17;10;Performantes sur les deux dimensions
R2;Agency_778;UPW_042;0,916;28;0,399;10;18;Performantes sur les deux dimensions
R2;Agency_354;UPW_018;0,916;29;0,242;55;26;Performantes sur les deux dimensions
R2;Agency_326;UPW_017;0,91;30;0,409;8;22;Performantes sur les deux dimensions
R2;Agency_022;UPW_018;0,905;31;0,501;1;30;Performantes sur les deux dimensions
R2;Agency_829;UPW_036;0,904;32;0,121;134;102;Performantes sur les deux dimensions
R2;Agency_779;UPW_001;0,9;33;0,481;2;31;Performantes sur les deux dimensions
R2;Agency_423;UPW_041;0,9;34;0,241;56;22;Performantes sur les deux dimensions
R2;Agency_740;UPW_045;0,897;35;0,247;54;19;Performantes sur les deux dimensions
R2;Agency_140;UPW_016;0,891;36;0,18;93;57;Performantes sur les deux dimensions
R2;Agency_769;UPW_043;0,891;37;0,393;11;26;Performantes sur les deux dimensions
R2;Agency_789;UPW_039;0,872;38;0,121;133;95;Performantes sur les deux dimensions
R2;Agency_352;UPW_018;0,871;39;0,431;6;33;Performantes sur les deux dimensions
R2;Agency_772;UPW_004;0,863;40;0,348;19;21;Performantes sur les deux dimensions
R2;Agency_821;UPW_035;0,846;41;0,369;15;26;Performantes sur les deux dimensions
R2;Agency_782;UPW_005;0,84;42;0,065;171;129;Performantes sur les deux dimensions
