Classe;Désignation;UPW;Score DEA;Rang DEA;Flux net PROMETHEE II;Rang PROMETHEE II;Écart de rang;Profil
R3;Agency_508;UPW_009;0,651;66;0,288;22;44;Performantes sur les deux dimensions
R3;Agency_863;UPW_055;0,647;67;0,045;91;24;Performantes sur les deux dimensions
R3;Agency_462;UPW_045;0,64;71;0,231;37;34;Performantes sur les deux dimensions
R3;Agency_819;UPW_016;0,638;72;0,199;46;26;Performantes sur les deux dimensions
R3;Agency_240;UPW_056;0,637;73;0,15;57;16;Performantes sur les deux dimensions
R3;Agency_864;UPW_002;0,636;74;0,336;18;56;Performantes sur les deux dimensions
R3;Agency_274;UPW_049;0,633;75;0,171;53;22;Performantes sur les deux dimensions
R3;Agency_663;UPW_008;0,63;76;0,305;21;55;Performantes sur les deux dimensions
R3;Agency_339;UPW_030;0,627;77;0,252;30;47;Performantes sur les deux dimensions
R3;Agency_256;UPW_041;0,627;78;0,084;80;2;Performantes sur les deux dimensions
R3;Agency_860;UPW_045;0,626;79;0,148;58;21;Performantes sur les deux dimensions
R3;Agency_380;UPW_052;0,617;80;0,142;61;19;Performantes sur les deux dimensions
R3;Agency_031;UPW_015;0,617;81;0,153;56;25;Performantes sur les deux dimensions
R3;Agency_084;UPW_041;0,606;84;0,077;82;2;Performantes sur les deux dimensions
R3;Agency_317;UPW_048;0,601;86;0,123;64;22;Performantes sur les deux dimensions
R3;Agency_498;UPW_019;0,598;87;0,272;26;61;Performantes sur les deux dimensions
R3;Agency_369;UPW_040;0,598;88;0,012;101;13;Performantes sur les deux dimensions
R3;Agency_726;UPW_041;0,597;89;0,184;51;38;Performantes sur les deux dimensions
R3;Agency_702;UPW_048;0,595;92;0,062;87;5;Performantes sur les deux dimensions
R3;Agency_877;UPW_035;0,594;93;0,284;23;70;Performantes sur les deux dimensions
R3;Agency_927;UPW_053;0,586;94;0,193;50;44;Performantes sur les deux dimensions
R3;Agency_756;UPW_040;0,583;95;0,242;32;63;Performantes sur les deux dimensions
R3;Agency_536;UPW_003;0,582;96;0,012;102;6;Performantes sur les deux dimensions
R3;Agency_431;UPW_029;0,574;100;0,233;36;64;Performantes sur les deux dimensions
R3;Agency_403;UPW_020;0,572;103;0,016;99;4;Performantes sur les deux dimensions
R4;Agency_463;UPW_038;0,994;4;-0,091;10;6;Efficientes mais faibles sur le plan multicritère
R4;Agency_526;UPW_016;0,816;7;-0,111;11;4;Efficientes mais faibles sur le plan multicritère
R4;Agency_188;UPW_031;0,634;11;0,056;6;5;Faibles en DEA mais mieux classées en PROMETHEE II
R4;Agency_657;UPW_049;0,552;13;0,214;4;9;Faibles en DEA mais mieux classées en PROMETHEE II
R4;Agency_409;UPW_032;0,79;9;-0,318;16;7;Faibles sur les deux approches
R4;Agency_689;UPW_042;0,643;10;-0,28;15;5;Faibles sur les deux approches
R4;Agency_398;UPW_038;0,593;12;-0,165;14;2;Faibles sur les deux approches
R4;Agency_767;UPW_039;0,51;14;-0,117;13;1;Faibles sur les deux approches
R4;Agency_753;UPW_006;0,435;15;-0,045;9;6;Faibles sur les deux approches
R4;Agency_649;UPW_046;0,244;16;-0,115;12;4;Faibles sur les deux approches
R4;Agency_378;UPW_016;1,0;1;0,308;1;0;Performantes sur les deux dimensions
R4;Agency_707;UPW_038;1,0;2;0,088;5;3;Performantes sur les deux dimensions
R4;Agency_748;UPW_048;1,0;3;0,019;7;4;Performantes sur les deux dimensions
R4;Agency_159;UPW_029;0,976;5;0,301;2;3;Performantes sur les deux dimensions
R4;Agency_533;UPW_038;0,963;6;0,236;3;3;Performantes sur les deux dimensions
R4;Agency_957;UPW_049;0,81;8;0,019;8;0;Performantes sur les deux dimensions
